,brand_name,kind,pingfen,xingjiabi,xingneng,xuhang,waiguan,paizhao
0,360,3,7.4,7.9,3.5,6.6,8,7.6
1,360,3,7.4,7.9,3.5,6.6,8,7.6
2,360,3,7.4,7.9,3.5,6.6,8,7.6
3,360,3,7.8,8.1,7.5,9.0,7.9,7.2
4,360,3,7.8,8.1,7.5,9.0,7.9,7.2
5,360,3,8.4,8.1,9.0,8.0,8.8,8.7
6,360,3,8.4,8.1,9.0,8.0,8.8,8.7
7,360,3,8.0,8.2,7.8,7.7,8.8,7.4
8,360,3,8.1,8.5,8.5,7.4,7.6,8.3
9,360,3,8.1,8.5,8.5,7.4,7.6,8.3
10,360,3,7.4,9.1,6.0,8.5,7,6.8
11,360,3,8.2,9.2,7.5,8.2,7.4,7.8
12,360,3,8.2,9.2,7.5,8.2,7.4,7.8
14,8848,0,4.1,2.7,3.7,6.0,2.7,5.4
15,8848,0,5.5,5.4,5.4,6.1,6.1,4.7
16,8848,0,6.8,5.8,2.0,6.6,7.9,7.7
17,8848,0,8.2,6.6,8.3,8.6,8.5,9.1
18,8848,0,8.2,6.6,8.3,8.6,8.5,9.1
19,8848,0,8.2,6.6,8.3,8.6,8.5,9.1
20,8848,0,8.2,6.6,8.3,8.6,8.5,9.1
22,22克,1,9.0,9.9,8.7,9.1,9.5,7.9
29,Acer,1,6.8,9.0,7.0,7.0,6,5
40,AGM,0,7.8,7.5,6.7,8.2,9.1,7.5
41,AGM,0,8.4,8.1,7.8,9.8,8.7,7.8
42,AGM,0,8.7,8.9,8.1,8.7,10,7.9
43,AGM,0,8.4,9.1,3.0,10.0,9.1,9
44,AGM,0,8.4,9.1,3.0,10.0,9.1,9
45,Ant,1,3.6,0.8,4.8,2.8,4.8,4.8
47,COMIO,1,9.8,10.0,10.0,10.0,10,8.2
48,Google,0,5.6,2.0,6.0,6.0,6,8
49,Google,0,6.9,4.3,8.0,7.4,4.9,7
50,Google,0,8.5,8.3,8.3,8.7,8.7,8.7
60,HP,2,8.7,7.9,8.6,8.8,9.2,8.8
61,HP,2,8.9,9.7,7.7,7.7,10,7.7
62,HP,2,8.9,9.7,7.7,7.7,10,7.7
69,HTC,3,5.1,4.2,5.8,3.4,6.5,5.7
70,HTC,3,5.1,4.2,5.8,3.4,6.5,5.7
71,HTC,3,5.1,4.2,5.8,3.4,6.5,5.7
72,HTC,3,5.1,4.2,5.8,3.4,6.5,5.7
73,HTC,3,5.9,4.9,6.9,4.9,6.4,6.4
74,HTC,3,7.2,5.5,8.2,5.9,8,8.2
75,HTC,3,7.2,5.5,8.2,5.9,8,8.2
76,HTC,3,7.2,5.5,8.2,5.9,8,8.2
77,HTC,3,7.7,5.9,6.0,6.8,7.8,8.4
78,HTC,3,7.7,5.9,6.0,6.8,7.8,8.4
79,HTC,3,7.7,5.9,6.0,6.8,7.8,8.4
80,HTC,3,7.1,6.2,7.4,5.8,8.9,7.3
81,HTC,3,6.7,6.2,6.6,6.6,8.2,5.7
82,HTC,3,5.7,6.3,6.5,3.5,6.9,5.5
83,HTC,3,5.7,6.3,6.5,3.5,6.9,5.5
84,HTC,3,7.5,6.3,9.0,6.1,8,8.1
85,HTC,3,7.5,6.3,9.0,6.1,8,8.1
86,HTC,3,5.7,6.3,6.5,3.5,6.9,5.5
87,HTC,3,7.2,6.4,8.0,6.6,8.1,8.1
88,HTC,3,7.2,6.4,8.0,6.6,8.1,8.1
89,HTC,3,7.5,6.6,8.6,6.7,7.6,8.2
90,HTC,3,7.5,6.6,8.6,6.7,7.6,8.2
91,HTC,3,7.5,6.6,8.6,6.7,7.6,8.2
92,HTC,3,7.4,6.8,7.8,7.1,8.1,7.2
93,HTC,3,7.4,6.8,7.8,7.1,8.1,7.2
94,HTC,3,7.4,6.8,7.8,7.1,8.1,7.2
95,HTC,3,7.2,6.9,8.3,5.5,7.5,8
96,HTC,3,7.2,6.9,8.3,5.5,7.5,8
97,HTC,3,7.2,6.9,8.3,5.5,7.5,8
98,HTC,3,7.2,6.9,8.3,5.5,7.5,8
99,HTC,3,7.7,7.0,9.5,7.0,7,8
100,HTC,3,7.1,7.0,2.0,6.8,8.1,8.1
101,HTC,3,7.1,7.0,2.0,6.8,8.1,8.1
102,HTC,3,8.5,7.1,9.4,8.6,9.3,8.3
103,HTC,3,8.5,7.1,9.4,8.6,9.3,8.3
104,HTC,3,6.7,7.1,2.5,6.6,8.3,8.5
105,HTC,3,7.8,7.6,8.1,6.5,8.7,8.2
106,HTC,3,7.8,7.6,8.6,6.6,8.3,7.7
107,HTC,3,7.8,7.6,8.6,6.6,8.3,7.7
108,HTC,3,7.4,7.6,8.4,7.2,7.2,6.4
109,HTC,3,8.6,7.7,9.5,7.9,9.5,8.3
110,HTC,3,8.6,7.7,9.5,7.9,9.5,8.3
111,HTC,3,8.6,7.7,9.5,7.9,9.5,8.3
112,HTC,3,8.6,7.7,9.5,7.9,9.5,8.3
113,HTC,3,8.3,7.8,9.1,7.2,9.1,8.4
114,HTC,3,8.0,7.9,8.4,7.4,8.2,8.2
115,HTC,3,8.2,7.9,9.5,6.5,9.7,7.6
116,HTC,3,8.2,7.9,9.5,6.5,9.7,7.6
117,HTC,3,8.2,7.9,9.5,6.5,9.7,7.6
118,HTC,3,8.2,7.9,9.5,6.5,9.7,7.6
119,HTC,3,8.2,8.0,8.9,6.7,9.4,8
120,HTC,3,8.2,8.0,8.9,6.7,9.4,8
121,HTC,3,8.2,8.0,8.9,6.7,9.4,8
122,HTC,3,8.2,8.0,8.9,6.7,9.4,8
123,HTC,3,8.2,8.2,8.8,7.6,8.7,7.8
124,HTC,3,8.2,8.2,8.8,7.6,8.7,7.8
125,HTC,3,8.2,8.2,8.8,7.6,8.7,7.8
126,HTC,3,8.2,8.2,8.8,7.6,8.7,7.8
127,HTC,3,7.6,8.5,7.5,8.0,6.5,7.5
128,HTC,3,9.0,8.5,10.0,7.9,9.8,8.5
129,HTC,3,8.0,8.6,7.6,6.2,9.2,8.5
130,HTC,3,8.4,8.6,8.6,7.6,8.6,8.6
131,HTC,3,9.1,8.6,10.0,7.8,10,9.1
132,HTC,3,9.1,8.6,10.0,7.8,10,9.1
133,HTC,3,8.8,8.9,9.6,8.0,9,8.3
134,HTC,3,8.8,8.9,9.6,8.0,9,8.3
135,HTC,3,8.8,8.9,9.6,8.0,9,8.3
136,HTC,3,8.8,8.9,9.6,8.0,9,8.3
137,HTC,3,8.8,8.9,9.6,8.0,9,8.3
138,HTC,3,8.1,9.3,9.3,8.1,8.9,4.9
140,imoo,0,6.4,5.1,5.9,6.8,7.3,6.8
141,imoo,0,8.6,9.2,7.7,8.7,8.7,8.7
142,innos,0,7.5,7.2,2.0,9.0,7.2,7.8
146,LG,3,8.4,2.0,10.0,10.0,10,10
147,LG,3,4.7,3.9,3.9,5.9,5.9,3.9
148,LG,3,4.0,4.0,4.0,4.0,4,4
149,LG,3,7.0,5.4,7.4,7.4,9.4,5.4
150,LG,3,6.9,5.9,7.2,5.9,7.1,8.4
151,LG,3,6.9,5.9,7.2,5.9,7.1,8.4
152,LG,3,6.4,6.0,6.0,6.0,8,6
153,LG,3,7.0,6.6,8.0,7.1,8.3,8.7
154,LG,3,6.3,6.7,4.7,6.7,8.7,4.7
155,LG,3,8.2,6.7,8.4,7.2,9.9,8.9
156,LG,3,7.4,6.8,4.0,5.9,9,8.5
157,LG,3,7.9,6.8,8.0,6.4,7.2,8.4
158,LG,3,7.2,7.0,7.0,7.6,7,7.6
159,LG,3,7.7,7.2,7.2,6.5,10,7.2
160,LG,3,7.9,7.4,8.2,6.5,10,7.4
161,LG,3,7.8,7.5,8.1,6.3,8.8,8.1
162,LG,3,7.8,7.5,8.1,6.3,8.8,8.1
163,LG,3,8.3,7.6,7.6,9.2,10,6.8
164,LG,3,8.8,8.0,10.0,10.0,8,8
165,LG,3,8.1,8.2,6.0,7.7,7.8,8.9
166,LG,3,8.5,8.3,8.3,8.3,9.3,8.3
167,LG,3,8.3,8.3,9.3,7.3,9.3,7.3
168,LG,3,7.2,8.4,4.4,8.4,8.4,6.4
169,LG,3,8.3,8.5,8.5,7.8,8.9,7.8
170,LG,3,8.3,8.5,8.5,7.8,8.9,7.8
171,LG,3,9.0,8.5,9.6,9.0,9.3,8.5
172,LG,3,8.5,8.6,9.1,7.6,10,6.6
173,LG,3,8.1,8.7,8.4,7.6,8.2,7.6
174,LG,3,9.1,8.8,9.6,7.7,10,9.4
175,LG,3,9.2,8.8,9.4,9.4,9.4,8.8
176,LG,3,9.1,8.8,9.6,7.7,10,9.4
177,LG,3,9.1,8.8,9.6,7.7,10,9.4
178,LG,3,9.1,8.8,9.6,7.7,10,9.4
179,LG,3,9.1,8.8,9.6,7.7,10,9.4
180,LG,3,9.4,8.8,9.8,9.2,10,8.5
181,LG,3,7.9,8.9,8.7,7.1,8.7,5.9
182,LG,3,8.3,8.9,8.9,7.7,9.7,6.5
183,LG,3,8.3,8.9,8.9,7.2,9.2,7.3
184,LG,3,8.3,8.9,8.9,7.2,9.2,7.3
185,LG,3,8.2,9.0,9.0,7.0,9,7
186,LG,3,9.1,9.0,9.1,9.4,9.2,8.6
187,LG,3,9.1,9.0,9.1,9.4,9.2,8.6
188,LG,3,8.0,9.2,8.2,6.2,8.2,8.2
189,LG,3,8.4,9.2,9.2,6.8,8.8,8.1
190,LG,3,8.4,9.2,9.2,6.8,8.8,8.1
191,LG,3,8.4,9.2,9.2,6.8,8.8,8.1
192,LG,3,8.4,9.2,9.2,6.8,8.8,8.1
193,LG,3,7.7,9.3,7.3,6.3,9.3,6.3
194,LG,3,9.1,9.7,9.7,9.1,9.7,7.1
195,LG,3,8.4,10.0,9.0,8.0,9.5,5.5
201,Lovme,1,3.3,3.3,3.3,3.3,3.3,3.3
202,Lovme,1,4.1,4.0,4.0,4.0,4.6,4
203,Lovme,1,5.1,5.5,5.1,5.1,6.3,3.5
204,Lovme,1,6.8,6.4,7.5,5.2,7.7,7
205,Lovme,1,7.9,9.3,9.3,4.3,7.3,9.3
206,MANN,0,8.1,8.3,8.3,8.3,8.3,7.5
207,MANN,0,9.1,9.3,7.3,10.0,10,6.8
208,MANN,0,9.1,9.4,8.9,9.3,8.9,9.2
209,MANN,0,9.1,9.4,8.9,9.3,8.9,9.2
215,manta,0,5.5,3.5,4.9,7.2,6.3,5.5
218,Microsoft,3,6.2,5.0,3.7,9.0,8.4,5
219,Microsoft,3,6.8,5.4,7.0,7.0,5.9,8.5
220,Microsoft,3,6.9,5.7,7.2,6.9,6.5,8.2
221,Microsoft,3,6.9,5.8,6.7,7.5,7.3,7.3
222,Microsoft,3,6.1,5.8,6.3,6.3,5.8,6.3
223,Microsoft,3,7.0,6.8,6.4,7.8,7.2,6.8
224,Microsoft,3,7.4,7.0,6.7,9.5,8.5,5.4
225,Microsoft,3,7.1,7.1,7.1,9.3,8.6,3.6
226,Microsoft,3,7.4,7.6,7.3,7.1,8.3,6.8
227,Moto,3,8.4,4.4,10.0,6.4,10,10
228,Moto,3,5.6,4.5,6.1,4.3,7.6,5.6
229,Moto,3,5.6,4.5,6.1,4.3,7.6,5.6
230,Moto,3,5.6,4.5,6.1,4.3,7.6,5.6
231,Moto,3,6.2,5.8,6.0,5.1,8,6.3
232,Moto,3,6.2,5.8,6.0,5.1,8,6.3
233,Moto,3,6.2,5.8,6.0,5.1,8,6.3
234,Moto,3,6.2,5.8,6.0,5.1,8,6.3
235,Moto,3,7.7,6.1,5.5,8.3,8.1,8.4
236,Moto,3,6.2,6.2,6.6,5.4,7.2,5.6
237,Moto,3,8.6,6.2,8.2,8.2,10,10
238,Moto,3,7.1,6.3,6.3,8.3,8.3,6.3
239,Moto,3,6.8,6.5,7.0,6.0,8.5,6
240,Moto,3,7.8,6.9,7.0,7.7,8.1,8.2
241,Moto,3,7.6,7.0,6.0,8.0,8.2,8.1
242,Moto,3,7.3,7.2,7.7,5.8,9.5,6.5
243,Moto,3,7.4,7.2,5.0,7.1,8.8,6.6
244,Moto,3,7.4,7.2,5.0,7.1,8.8,6.6
245,Moto,3,7.4,7.2,5.0,7.1,8.8,6.6
246,Moto,3,6.7,7.5,7.5,5.5,7.5,5.5
247,Moto,3,7.3,7.6,7.2,6.3,8.2,7
248,Moto,3,7.3,7.6,7.2,6.3,8.2,7
249,Moto,3,8.3,7.7,7.7,6.7,9.7,9.7
250,Moto,3,7.3,7.9,7.9,6.9,8.9,4.9
251,Moto,3,8.4,8.0,8.9,8.1,9.6,7.5
252,Moto,3,8.2,8.3,8.3,8.3,7.7,8.3
253,Moto,3,7.9,8.4,7.6,7.4,8.4,7.6
254,Moto,3,7.9,8.4,7.6,7.4,8.4,7.6
255,Moto,3,7.9,8.4,5.5,6.5,7.8,9
256,Moto,3,7.3,8.5,6.5,4.5,10,6.5
257,Moto,3,7.3,8.5,6.5,4.5,10,6.5
258,Moto,3,8.2,8.6,8.6,8.6,8.6,6.6
259,Moto,3,8.0,8.8,8.3,6.9,8.7,7.3
260,Moto,3,8.0,8.8,8.3,6.9,8.7,7.3
261,Moto,3,8.0,8.8,8.3,6.9,8.7,7.3
262,Moto,3,8.0,8.8,8.3,6.9,8.7,7.3
263,Moto,3,8.0,8.8,8.3,6.9,8.7,7.3
264,Moto,3,9.0,8.9,8.9,8.9,9.6,8.9
265,Moto,3,8.1,8.9,8.9,8.9,4.9,8.9
266,Moto,3,7.7,9.0,7.4,8.1,8.3,5.8
267,Moto,3,8.7,9.5,9.5,7.5,9.5,7.5
268,Moto,3,8.5,9.9,8.2,6.9,9.2,8.2
269,Moto,3,7.7,10.0,3.3,9.3,10,3.3
270,Moto,3,7.7,10.0,3.3,9.3,10,3.3
271,Moto,3,9.5,10.0,10.0,8.7,10,6.7
272,Moto,3,7.7,10.0,3.3,9.3,10,3.3
273,Moto,3,7.7,10.0,3.3,9.3,10,3.3
274,Moto,3,7.7,10.0,3.3,9.3,10,3.3
275,Moto,3,7.7,10.0,3.3,9.3,10,3.3
286,OPPO,3,6.8,5.0,7.0,6.2,8.3,7.6
287,OPPO,3,6.7,5.2,7.2,5.7,8.3,7.3
288,OPPO,3,6.5,5.2,6.9,4.9,8.6,7
289,OPPO,3,6.6,5.2,7.0,5.3,8.4,7.3
290,OPPO,3,6.6,5.2,7.0,5.3,8.4,7.3
291,OPPO,3,6.6,5.5,7.1,4.9,8.1,7.3
292,OPPO,3,6.6,5.5,7.1,4.9,8.1,7.3
293,OPPO,3,7.0,5.6,7.3,5.8,8.7,7.7
294,OPPO,3,6.3,5.6,7.2,6.4,7.2,4.9
295,OPPO,3,6.3,5.6,6.6,5.3,6.6,7.4
296,OPPO,3,6.3,5.6,6.6,5.3,6.6,7.4
297,OPPO,3,6.3,5.6,6.8,5.5,7.4,6.2
298,OPPO,3,7.3,5.7,7.9,7.2,7.9,7.9
299,OPPO,3,6.5,5.7,7.3,6.1,6.8,6.7
300,OPPO,3,6.3,5.9,6.6,5.6,7.6,5.6
301,OPPO,3,6.3,5.9,6.6,5.6,7.6,5.6
302,OPPO,3,6.5,5.9,6.8,5.7,7.4,6.6
303,OPPO,3,6.5,5.9,6.8,5.7,7.4,6.6
304,OPPO,3,6.5,5.9,6.8,5.7,7.4,6.6
305,OPPO,3,6.3,5.9,6.6,5.6,7.6,5.6
306,OPPO,3,6.4,6.0,6.7,4.6,7.7,6.8
307,OPPO,3,6.4,6.1,7.1,5.3,7.4,6.3
308,OPPO,3,6.5,6.2,2.0,6.2,7.3,7.2
309,OPPO,3,6.5,6.2,2.0,6.2,7.3,7.2
310,OPPO,3,6.6,6.3,2.0,6.4,7.8,7.4
311,OPPO,3,7.7,6.3,8.3,6.8,8.6,8.5
312,OPPO,3,7.7,6.3,8.3,6.8,8.6,8.5
313,OPPO,3,7.6,6.6,8.3,6.6,8.1,8.4
314,OPPO,3,7.6,6.6,8.3,6.6,8.1,8.4
315,OPPO,3,7.6,6.6,8.3,6.6,8.1,8.4
316,OPPO,3,7.5,6.6,2.0,5.8,8.1,8.4
317,OPPO,3,7.1,6.7,6.8,6.3,8,7.5
318,OPPO,3,7.1,6.7,6.8,6.3,8,7.5
319,OPPO,3,7.1,6.7,6.8,6.3,8,7.5
320,OPPO,3,7.3,6.7,8.0,6.7,9,6.1
321,OPPO,3,7.5,6.7,8.0,6.6,8.6,7.6
322,OPPO,3,7.6,6.7,8.8,5.3,9,8
323,OPPO,3,7.6,6.7,8.8,5.3,9,8
324,OPPO,3,7.6,6.7,8.8,5.3,9,8
325,OPPO,3,7.5,6.7,8.0,6.6,8.6,7.6
326,OPPO,3,7.7,6.8,8.2,5.9,9.1,8.6
327,OPPO,3,7.7,6.8,8.2,5.9,9.1,8.6
328,OPPO,3,7.7,6.8,8.2,5.9,9.1,8.6
329,OPPO,3,7.3,6.9,7.6,6.0,9.3,6.9
330,OPPO,3,7.0,6.9,7.3,6.5,7.7,6.5
331,OPPO,3,7.5,6.9,7.6,6.6,8.5,7.9
332,OPPO,3,8.4,7.1,8.0,8.4,8.5,9.1
333,OPPO,3,7.8,7.1,8.0,6.4,8.6,9
334,OPPO,3,7.9,7.1,8.3,6.9,8.6,8.7
335,OPPO,3,7.9,7.1,8.3,6.9,8.6,8.7
336,OPPO,3,8.4,7.1,8.0,8.4,8.5,9.1
337,OPPO,3,7.9,7.2,4.0,7.5,8.8,8.7
338,OPPO,3,8.6,7.2,7.5,8.4,9.1,9.7
339,OPPO,3,7.9,7.2,4.0,7.5,8.8,8.7
340,OPPO,3,7.9,7.2,4.0,7.5,8.8,8.7
341,OPPO,3,8.4,7.4,8.9,7.5,8.7,9.5
342,OPPO,3,8.4,7.4,8.9,7.5,8.7,9.5
343,OPPO,3,8.0,7.5,4.0,7.7,8.6,8.8
344,OPPO,3,8.4,7.5,8.6,8.5,8.9,8.7
345,OPPO,3,8.4,7.5,8.6,8.5,8.9,8.7
346,OPPO,3,8.4,7.5,8.6,8.5,8.9,8.7
347,OPPO,3,8.4,7.5,8.6,8.5,8.9,8.7
348,OPPO,3,8.4,7.5,8.6,8.5,8.9,8.7
349,OPPO,3,7.9,7.7,4.0,7.7,8.8,8.5
350,OPPO,3,7.7,7.7,2.0,7.5,8.9,7.9
351,OPPO,3,7.7,7.7,2.0,7.5,8.9,7.9
352,OPPO,3,7.7,7.7,2.0,7.5,8.9,7.9
353,OPPO,3,8.4,8.0,5.0,7.9,9.1,9.7
354,OPPO,3,8.4,8.0,5.0,7.9,9.1,9.7
355,OPPO,3,7.9,8.1,4.0,7.6,8.7,8.6
356,OPPO,3,8.0,8.7,2.0,7.8,9.4,8
357,OPPO,3,8.0,8.7,2.0,7.8,9.4,8
358,PPTV,0,5.3,4.5,4.0,4.4,6.1,5.4
359,PPTV,0,5.3,4.5,4.0,4.4,6.1,5.4
360,PPTV,0,7.4,7.3,7.5,7.5,7.3,7.3
361,PPTV,0,6.0,8.2,2.0,8.2,8.8,8.5
362,sonim,1,5.2,5.6,3.6,9.6,3.6,3.6
363,sonim,1,6.0,6.0,6.0,6.0,6,6
364,sonim,1,7.1,6.3,5.3,8.3,8.3,7.3
365,sonim,1,7.5,7.1,2.0,8.6,9.7,8
366,sonim,1,7.0,8.6,4.6,10.0,6.6,4.6
375,SOYES,1,7.5,7.5,7.5,7.5,7.5,7.5
377,SUGAR,3,4.5,3.7,3.7,3.7,3.7,7.7
378,SUGAR,3,5.4,3.8,4.8,3.8,8.3,6.3
379,SUGAR,3,5.4,3.8,4.8,3.8,8.3,6.3
380,SUGAR,3,4.7,3.8,4.4,5.1,5.1,5.1
381,SUGAR,3,4.4,4.2,4.6,3.0,5.4,4.6
382,SUGAR,3,4.9,4.3,4.3,4.0,6.3,5.6
383,SUGAR,3,4.9,4.5,3.5,5.5,6,6
384,SUGAR,3,6.5,6.2,6.2,6.2,7.7,6.2
385,SUGAR,3,6.3,6.9,5.6,6.3,6.6,5.9
386,SUGAR,3,7.0,7.0,7.0,7.0,7,7
387,SUGAR,3,9.3,8.9,9.7,7.9,10,9.7
388,SUGAR,3,9.3,8.9,9.7,7.9,10,9.7
389,SUGAR,3,9.6,9.7,8.4,8.4,10,9
392,TCL,2,2.0,2.0,2.0,2.0,2,2
393,TCL,2,4.2,2.3,3.6,5.6,5,4.3
394,TCL,2,3.2,2.9,2.9,3.6,3.6,2.9
395,TCL,2,3.0,3.0,3.0,3.0,3,3
396,TCL,2,3.7,3.3,3.3,3.3,5.3,3.3
397,TCL,2,3.5,3.4,4.0,4.0,3.4,2.7
398,TCL,2,3.9,3.4,4.2,3.8,4.4,3.5
399,TCL,2,4.3,3.8,3.5,4.3,5.3,4.5
400,TCL,2,4.8,3.8,4.1,5.2,6.4,4.4
401,TCL,2,3.1,3.9,3.9,3.9,1.9,1.9
402,TCL,2,5.0,4.3,5.6,4.3,7,3.6
403,TCL,2,4.1,4.3,3.9,4.5,4.2,3.5
404,TCL,2,4.1,4.3,3.9,4.5,4.2,3.5
405,TCL,2,4.9,4.5,5.0,5.0,6,4
406,TCL,2,4.6,4.5,5.1,4.8,4.8,3.6
407,TCL,2,6.1,4.9,5.4,9.2,5.8,5.4
408,TCL,2,5.3,5.4,5.7,3.6,7.1,4.8
409,TCL,2,6.0,5.4,6.4,6.9,6.4,4.9
410,TCL,2,5.5,5.5,4.5,2.5,7.5,7.5
411,TCL,2,6.3,5.7,3.0,4.9,8,6.7
412,TCL,2,6.0,6.0,6.0,6.0,6,6
413,TCL,2,6.4,6.0,4.0,5.4,7.7,6.6
