,brand_name,kind,pingfen,xingjiabi,xingneng,xuhang,waiguan,paizhao
1818,荣耀,3,8.2,8.6,8.2,8.1,8.3,7.6
1819,荣耀,3,8.2,8.6,8.2,8.1,8.3,7.6
1820,荣耀,3,8.2,8.6,8.2,8.1,8.3,7.6
1821,三星,3,4.9,3.7,5.4,5.1,5.7,4.7
1822,三星,3,6.8,4.0,6.0,6.1,8,7.9
1823,三星,3,7.0,4.5,9.0,5.1,7.4,7.7
1824,三星,3,5.5,5.5,5.5,5.5,5.5,5.5
1825,三星,3,6.8,5.5,6.7,7.3,8,6.7
1826,三星,3,6.8,5.5,6.7,7.3,8,6.7
1827,三星,3,7.6,5.6,7.9,7.5,8.9,8.2
1828,三星,3,6.6,5.6,6.5,7.5,6.9,6.7
1829,三星,3,6.9,5.7,7.1,5.7,8.6,7.6
1830,三星,3,6.9,5.8,6.8,6.2,7.9,7.9
1831,三星,3,7.3,5.8,2.0,6.0,8,7.1
1832,三星,3,7.3,5.8,2.0,6.0,8,7.1
1833,三星,3,6.0,6.0,6.0,5.0,7,6
1834,三星,3,6.8,6.0,6.6,6.4,8.2,6.7
1835,三星,3,6.8,6.0,6.6,6.4,8.2,6.7
1836,三星,3,6.6,6.0,2.0,6.8,8.7,7.6
1837,三星,3,6.6,6.0,2.0,6.8,8.7,7.6
1838,三星,3,6.4,6.1,6.5,6.3,7.3,5.9
1839,三星,3,6.4,6.1,6.5,6.3,7.3,5.9
1840,三星,3,7.6,6.1,7.8,7.2,8.9,7.8
1841,三星,3,7.4,6.1,6.0,8.2,7.8,7
1842,三星,3,7.4,6.1,6.0,8.2,7.8,7
1843,三星,3,7.6,6.2,7.7,7.7,8.5,8.1
1844,三星,3,7.8,6.5,7.1,9.1,9.1,7.1
1845,三星,3,7.8,6.5,8.0,7.6,8.4,8.6
1846,三星,3,7.9,6.6,4.0,6.9,7.9,8.5
1847,三星,3,7.4,6.6,7.5,6.7,9.3,7
1848,三星,3,7.2,6.6,6.8,7.3,7.8,7.4
1849,三星,3,7.2,6.6,6.8,7.3,7.8,7.4
1850,三星,3,6.4,6.6,2.0,7.6,7,6.3
1851,三星,3,6.4,6.6,2.0,7.6,7,6.3
1852,三星,3,7.9,6.6,4.0,6.9,7.9,8.5
1853,三星,3,7.9,6.6,4.0,6.9,7.9,8.5
1854,三星,3,7.9,6.6,4.0,6.9,7.9,8.5
1855,三星,3,7.8,6.6,6.0,6.3,8.5,8.8
1856,三星,3,7.8,6.6,6.0,6.3,8.5,8.8
1857,三星,3,7.8,6.6,6.0,6.3,8.5,8.8
1858,三星,3,7.7,6.7,8.4,7.7,7.4,8.5
1859,三星,3,7.7,6.7,8.4,7.7,7.4,8.5
1860,三星,3,7.7,6.7,8.4,7.7,7.4,8.5
1861,三星,3,7.7,6.7,8.4,7.7,7.4,8.5
1862,三星,3,7.0,6.8,4.0,7.1,7.5,6.8
1863,三星,3,7.4,7.0,7.9,5.9,9.3,6.8
1864,三星,3,7.4,7.0,7.0,7.0,8.6,7.4
1865,三星,3,7.2,7.1,7.6,6.0,7.5,7.6
1866,三星,3,7.2,7.1,7.6,6.0,7.5,7.6
1867,三星,3,7.5,7.1,7.6,7.0,8.2,7.5
1868,三星,3,8.0,7.1,6.0,6.9,9,9.3
1869,三星,3,7.7,7.1,8.1,7.3,8,7.8
1870,三星,3,6.5,7.2,7.2,7.8,7.8,2.5
1871,三星,3,8.4,7.4,6.0,7.1,9.5,9.2
1872,三星,3,8.4,7.4,6.0,7.1,9.5,9.2
1873,三星,3,8.0,7.7,6.0,8.6,8.5,7.8
1874,三星,3,7.6,7.7,7.8,8.2,7.9,6.6
1875,三星,3,7.7,7.8,7.5,7.6,8,7.8
1876,三星,3,8.0,8.0,8.0,8.0,8,8
1877,三星,3,8.6,8.1,6.0,8.1,9.1,9.2
1878,三星,3,8.7,8.5,8.0,8.4,9.1,8.8
1879,三星,3,8.0,8.6,4.0,8.0,8.9,8.1
1880,三星,3,7.7,8.7,3.5,8.2,8.4,7.8
1881,三星,3,7.7,8.7,3.5,8.2,8.4,7.8
1882,三星,3,9.2,8.8,9.0,8.8,9.5,9.5
1883,三星,3,9.2,8.8,9.0,8.8,9.5,9.5
1884,三星,3,9.2,9.0,9.0,8.8,9.9,9.4
1885,三星,3,8.9,9.0,6.0,9.0,9,9
1886,三星,3,9.0,9.2,7.5,9.2,9.8,8.9
1887,三星,3,9.5,9.5,9.4,9.5,9.6,9.4
1888,三星,3,9.5,9.5,9.4,9.5,9.6,9.4
1889,三星,3,9.0,9.6,8.5,8.4,9,8.7
1890,三星,3,9.0,9.6,8.5,8.4,9,8.7
1891,三星,3,9.0,9.6,8.5,8.4,9,8.7
1892,三星,3,9.7,9.7,9.7,9.8,9.6,9.5
1893,神舟,3,4.4,4.0,6.0,4.0,6,2
1894,神舟,3,5.3,4.2,5.2,3.7,7.2,6.2
1895,神舟,3,6.0,5.0,5.0,7.0,7,6
1896,神舟,3,5.5,5.1,5.6,5.0,5.6,6
1897,神舟,3,5.5,5.5,5.5,5.5,5.5,5.5
1898,神舟,3,5.6,5.6,5.8,5.5,5.3,5.8
1899,神舟,3,8.6,7.2,9.2,8.2,9.2,9.2
1900,神舟,3,6.8,7.8,6.9,6.1,6.3,6.9
1901,神舟,3,5.3,7.9,6.4,3.4,4.9,3.9
1902,神舟,3,3.5,8.3,2.3,2.3,2.3,2.3
1903,神舟,3,8.0,8.4,8.0,7.4,7.6,8.6
1904,神舟,3,7.7,8.7,7.5,7.9,8.3,5.9
1905,神舟,3,7.3,8.7,7.7,6.3,6.7,7
1906,神舟,3,7.3,8.7,7.7,6.3,6.7,7
1907,神舟,3,7.4,8.7,7.9,5.9,7.4,6.9
1908,神舟,3,7.7,8.8,8.3,5.5,7.6,8.2
1909,神舟,3,7.7,8.8,8.3,5.5,7.6,8.2
1910,神舟,3,7.1,9.2,6.7,5.9,7.2,6.4
1911,神舟,3,8.1,9.2,7.8,7.2,8.1,8.1
1912,神舟,3,9.1,9.9,9.2,9.2,9.2,7.9
1930,索尼,3,7.8,3.0,7.0,7.0,10,10
1931,索尼,3,8.6,4.2,8.2,10.0,10,10
1932,索尼,3,6.6,5.1,7.4,5.4,8.5,6.5
1933,索尼,3,7.3,5.3,7.6,8.2,7,8.2
1934,索尼,3,7.6,5.5,8.5,6.8,7.9,9.2
1935,索尼,3,7.2,5.5,7.5,6.1,8.2,8.8
1936,索尼,3,7.0,5.9,7.1,7.0,6.9,8
1937,索尼,3,5.9,5.9,4.9,5.9,6.9,5.9
1938,索尼,3,6.0,6.0,6.0,6.0,6,6
1939,索尼,3,7.8,6.4,8.4,6.2,9.3,8.6
1940,索尼,3,7.8,6.4,8.4,6.2,9.3,8.6
1941,索尼,3,7.8,6.6,8.1,5.1,9.6,9.6
1942,索尼,3,8.6,6.6,9.4,8.6,9.4,9.2
1943,索尼,3,7.8,6.7,6.0,6.6,8.6,8.6
1944,索尼,3,7.8,6.7,6.0,6.6,8.6,8.6
1945,索尼,3,7.8,6.8,8.6,5.9,8.9,9
1946,索尼,3,7.8,6.8,8.6,5.9,8.9,9
1947,索尼,3,7.7,6.8,7.5,6.1,10,8.1
1948,索尼,3,7.8,6.8,8.6,5.9,8.9,9
1949,索尼,3,6.9,6.9,6.9,7.4,8.2,5.3
1950,索尼,3,8.5,6.9,9.3,7.4,9.5,9.2
1951,索尼,3,6.9,6.9,6.9,6.9,6.9,6.9
1952,索尼,3,7.8,7.1,8.4,5.6,9.3,8.7
1953,索尼,3,7.8,7.1,8.4,5.6,9.3,8.7
1954,索尼,3,8.6,7.1,9.1,8.4,9.2,9
1955,索尼,3,7.0,7.1,6.6,6.6,7.6,7.1
1956,索尼,3,8.6,7.1,9.1,8.0,9.2,9.4
1957,索尼,3,8.6,7.1,9.1,8.0,9.2,9.4
1958,索尼,3,8.6,7.1,9.1,8.0,9.2,9.4
1959,索尼,3,7.6,7.2,7.9,6.4,8.7,7.9
1960,索尼,3,6.4,7.2,5.2,9.2,9.2,1.2
1961,索尼,3,8.0,7.3,8.1,8.1,8.8,7.5
1962,索尼,3,8.6,7.3,9.0,8.5,9.5,8.8
1963,索尼,3,8.6,7.3,9.0,8.5,9.5,8.8
1964,索尼,3,8.6,7.3,9.0,8.5,9.5,8.8
1965,索尼,3,8.6,7.3,9.0,8.5,9.5,8.8
1966,索尼,3,8.0,7.3,8.1,8.1,8.8,7.5
1967,索尼,3,7.5,7.3,7.8,5.8,9,7.6
1968,索尼,3,8.0,7.4,8.1,7.1,8.4,9.1
1969,索尼,3,8.0,7.4,7.4,8.4,9.4,7.4
1970,索尼,3,7.9,7.5,8.1,6.7,8.1,9
1971,索尼,3,7.8,7.5,8.4,6.6,8.6,7.8
1972,索尼,3,8.7,7.6,9.1,8.6,9.3,9
1973,索尼,3,7.5,7.7,7.7,6.7,7.7,7.7
1974,索尼,3,7.5,7.7,7.5,5.0,9.7,7.7
1975,索尼,3,8.3,7.7,8.3,8.9,9.3,7.4
1976,索尼,3,8.4,7.7,8.4,7.4,9.6,9
1977,索尼,3,8.4,7.7,8.4,7.4,9.6,9
1978,索尼,3,8.4,7.7,8.4,7.4,9.6,9
1979,索尼,3,8.3,7.7,8.3,8.9,9.3,7.4
1980,索尼,3,7.3,7.8,6.6,7.0,9,6.2
1981,索尼,3,7.8,7.8,8.4,7.3,9.1,6.3
1982,索尼,3,7.8,7.8,8.4,7.3,9.1,6.3
1983,索尼,3,7.8,7.8,8.4,7.3,9.1,6.3
1984,索尼,3,7.6,8.0,8.0,6.0,10,6
1985,索尼,3,8.0,8.0,8.3,6.3,8.8,8.7
1986,索尼,3,8.8,8.1,9.1,8.1,10,8.6
1987,索尼,3,8.0,8.3,9.6,6.3,8.9,6.9
1988,索尼,3,8.7,8.5,8.5,9.5,9.5,7.5
1989,索尼,3,8.7,8.5,8.5,9.5,8.5,8.5
1990,索尼,3,7.6,8.8,6.8,4.8,8.8,8.8
1991,索尼,3,8.9,8.9,10.0,8.0,10,7.1
1992,索尼,3,8.5,8.9,8.3,8.9,8.9,7.6
1993,索尼,3,9.0,9.0,9.0,9.0,9,9
2015,天语,2,2.0,2.0,2.0,2.0,2,2
2016,天语,2,3.0,3.0,3.0,3.0,3,3
2017,天语,2,4.3,4.0,4.4,4.0,4.8,4.4
2018,天语,2,4.9,4.1,4.1,4.1,8.1,4.1
2019,天语,2,4.4,4.2,5.2,5.2,5.2,2.2
2020,天语,2,6.0,4.2,5.6,5.6,8.2,6.5
2021,天语,2,4.5,4.6,4.2,3.0,7,3.8
2022,天语,2,4.8,4.8,4.8,4.8,4.8,4.8
2023,天语,2,5.3,5.3,5.3,5.3,5.3,5.3
2024,天语,2,5.6,5.6,5.6,5.6,5.6,5.6
2025,天语,2,5.6,5.8,7.2,4.5,7.5,3.2
2026,天语,2,5.1,5.9,5.9,1.9,5.9,5.9
2027,天语,2,6.3,6.1,6.6,6.6,6.1,6.1
2028,天语,2,6.8,6.1,6.7,6.1,9.1,6.1
2029,天语,2,6.8,6.1,6.7,6.1,9.1,6.1
2030,天语,2,5.8,6.1,5.6,5.7,7.1,4.5
2031,天语,2,5.8,6.1,5.6,5.7,7.1,4.5
2032,天语,2,6.3,6.3,6.3,6.3,6.3,6.3
2033,天语,2,6.0,6.8,5.8,5.3,6.5,5.5
2034,天语,2,8.3,7.1,7.1,9.1,10,7.1
2035,天语,2,7.4,7.4,7.4,7.4,7.4,7.4
2036,天语,2,7.4,7.4,7.4,7.4,7.4,7.4
2037,天语,2,5.8,7.5,5.5,5.5,6.5,4
2038,天语,2,7.0,7.8,7.8,4.8,7.8,6.8
2039,天语,2,8.1,8.1,8.1,10.0,8.1,6.1
2040,天语,2,6.0,8.4,6.4,4.4,4.4,6.4
2041,天语,2,7.3,8.7,7.0,7.3,8.2,5.3
2042,天语,2,8.1,8.9,5.6,8.9,8.2,8.9
2043,天语,2,5.5,9.1,5.1,5.1,3.1,5.1
2044,天语,2,7.9,9.3,7.3,8.7,7.3,6.7
2045,天语,2,8.7,9.3,8.7,8.0,8.7,8.7
2046,天语,2,7.1,9.5,5.5,5.5,7.5,7.5
2047,天语,2,7.5,9.5,7.5,5.5,9.5,5.5
2048,天语,2,7.9,9.5,9.5,7.5,8.5,4.5
2049,天语,2,7.9,10.0,8.1,8.1,9.1,4.1
2050,天语,2,8.3,10.0,7.5,5.5,9.5,7.5
2067,同洲,0,7.6,7.0,7.8,5.8,9,8.2
2068,同洲,0,7.8,7.8,7.8,8.5,7.1,7.8
2073,夏普,2,6.8,3.2,9.2,7.2,9.2,5.2
2074,夏普,2,4.0,4.0,6.0,4.0,2,4
2075,夏普,2,5.8,5.2,4.2,5.2,8.2,6.2
2076,夏普,2,8.2,7.2,7.2,9.2,9.2,8.2
2099,先锋,2,4.8,3.6,5.6,3.6,7.6,3.6
2100,先锋,2,5.5,4.0,5.9,4.8,7.2,5.4
2101,先锋,2,4.9,4.1,6.1,6.1,4.1,4.1
2102,先锋,2,4.9,4.3,5.3,3.5,5.8,5.8
2103,先锋,2,4.9,4.7,5.7,4.7,5.7,3.7
2104,先锋,2,4.3,4.9,4.4,3.9,4.4,3.9
2105,先锋,2,6.1,5.3,5.9,6.6,6.4,6.2
2106,先锋,2,5.7,5.4,4.6,5.4,6.2,7
2107,先锋,2,5.8,5.4,6.8,5.1,5.9,5.6
2108,先锋,2,5.8,5.6,4.8,5.6,6.4,6.4
2109,先锋,2,6.1,5.7,7.7,3.7,7.7,5.7
2110,先锋,2,5.3,5.9,4.9,1.9,6.9,6.9
2111,先锋,2,8.0,8.0,8.0,8.0,8,8
2112,小格雷,1,8.8,9.9,8.6,8.6,9.2,7.9
2113,小米,3,6.8,6.0,6.2,7.5,7.4,6.9
2114,小米,3,6.6,6.1,6.6,5.8,7.8,6.9
2115,小米,3,6.6,6.1,6.6,5.8,7.8,6.9
2116,小米,3,6.0,6.3,2.0,5.9,6.5,6.5
2117,小米,3,6.0,6.3,2.0,5.9,6.5,6.5
2118,小米,3,6.8,6.3,6.8,7.0,7.9,6.2
2119,小米,3,6.8,6.3,6.8,7.0,7.9,6.2
2120,小米,3,6.8,6.4,4.0,6.2,7.7,7.3
2121,小米,3,6.2,6.5,6.2,4.8,7.4,5.9
2122,小米,3,6.2,6.5,6.2,4.8,7.4,5.9
2123,小米,3,6.7,6.5,6.3,7.6,6.8,6.5
2124,小米,3,6.7,6.6,6.4,7.9,6.6,5.9
2125,小米,3,6.7,6.6,6.4,7.9,6.6,5.9
2126,小米,3,7.3,6.7,6.0,8.8,7.1,6.5
2127,小米,3,7.3,6.7,6.0,8.8,7.1,6.5
2128,小米,3,6.4,6.7,6.0,5.7,6.6,6.5
2129,小米,3,6.4,6.7,6.0,5.7,6.6,6.5
2130,小米,3,6.4,6.7,6.0,5.7,6.6,6.5
2131,小米,3,6.2,6.7,6.4,5.6,5.9,6.6
2132,小米,3,7.3,6.7,6.0,8.8,7.1,6.5
2133,小米,3,6.8,7.0,2.0,7.5,7.4,6.8
2134,小米,3,6.8,7.0,2.0,7.5,7.4,6.8
2135,小米,3,6.8,7.0,6.0,6.7,7.8,6.8
2136,小米,3,6.8,7.0,6.0,6.7,7.8,6.8
2137,小米,3,6.8,7.0,6.0,6.7,7.8,6.8
2138,小米,3,6.8,7.0,2.0,7.5,7.4,6.8
2139,小米,3,6.8,7.0,2.0,7.5,7.4,6.8
2140,小米,3,6.9,7.4,6.0,6.8,7.9,7.5
2141,小米,3,6.6,7.4,4.0,7.9,7.2,6.3
2142,小米,3,6.6,7.4,4.0,7.9,7.2,6.3
2143,小米,3,6.7,7.5,6.0,7.9,6.9,6.5
2144,小米,3,6.5,7.5,2.0,7.1,7.6,6.7
2145,小米,3,6.7,7.5,6.0,7.9,6.9,6.5
2146,小米,3,7.9,7.7,10.0,8.4,8,7.7
2147,小米,3,7.9,7.7,10.0,8.4,8,7.7
2148,小米,3,8.1,7.7,10.0,7.9,8.8,7.8
2149,小米,3,8.1,7.7,10.0,7.9,8.8,7.8
2150,小米,3,7.6,7.8,10.0,6.7,7.1,7.9
2151,小米,3,7.6,7.8,10.0,6.7,7.1,7.9
2152,小米,3,7.6,7.8,10.0,6.7,7.1,7.9
2153,小米,3,7.4,7.9,10.0,7.6,6.9,6.8
2154,小米,3,7.4,7.9,10.0,7.6,6.9,6.8
2155,小米,3,7.7,8.0,8.3,7.2,7.6,7.5
2156,小米,3,7.7,8.0,8.3,7.2,7.6,7.5
2157,小米,3,6.9,8.0,8.0,6.7,6.7,7.8
2158,小米,3,6.9,8.0,8.0,6.7,6.7,7.8
2159,小米,3,7.3,8.1,6.0,8.9,7.4,6.7
2160,小米,3,7.3,8.1,6.0,8.9,7.4,6.7
2161,一加,3,7.4,6.8,8.5,6.1,8.5,7.4
2162,一加,3,7.4,6.8,8.5,6.1,8.5,7.4
2163,一加,3,7.4,6.8,8.5,6.1,8.5,7.4
2164,一加,3,7.5,7.5,5.0,6.4,7.9,7.9
2165,一加,3,7.5,7.5,5.0,6.4,7.9,7.9
2166,一加,3,8.4,8.2,8.5,6.8,8.7,8.6
2167,一加,3,8.0,8.3,9.5,7.0,7.8,8.4
2168,一加,3,8.6,9.0,8.7,7.9,8.8,8.6
2169,一加,3,8.6,9.0,8.7,7.9,8.8,8.6
2170,一加,3,8.6,9.0,8.7,7.9,8.8,8.6
2171,一加,3,8.6,9.0,8.7,7.9,8.8,8.6
2195,长虹,2,6.0,6.0,6.0,6.0,6,6
2196,长虹,2,5.6,6.0,6.0,4.0,8,4
2197,长虹,2,6.4,6.5,5.9,5.2,7.9,6.5
2198,长虹,2,7.1,7.1,6.1,8.6,7.6,6.1
2199,长虹,2,5.2,7.2,5.2,4.2,6.2,3.2
2200,长虹,2,7.2,8.6,5.2,6.6,7.9,7.9
2201,长虹,2,10.0,10.0,10.0,10.0,10,10
2203,中国移动,3,5.0,4.6,4.6,4.6,5.6,5.6
2204,中国移动,3,5.4,5.2,4.7,7.0,5,5
2205,中国移动,3,6.1,5.6,4.9,5.9,7.6,6.3
2206,中国移动,3,6.5,6.0,6.4,6.0,6.8,7.2
2207,中国移动,3,7.1,6.5,6.9,8.2,7.2,6.6
2208,中国移动,3,6.2,6.5,5.6,5.7,6.7,6.4
2209,中国移动,3,6.8,6.7,6.7,6.8,7.4,6.4
2210,中国移动,3,7.3,6.8,7.3,6.9,7.8,7.9
2211,中国移动,3,7.3,7.6,6.6,8.5,6.9,7
2212,中国移动,3,7.9,7.7,7.7,9.0,7.9,7.3
2213,中国移动,3,7.0,8.4,6.4,6.0,7.3,6.8
2230,中兴,2,4.3,3.9,2.9,4.9,6.9,2.9
2231,中兴,2,4.6,4.4,3.6,6.0,4.8,4
2232,中兴,2,5.6,5.4,5.6,5.3,6.3,5.3
2233,中兴,2,6.2,5.4,6.6,4.7,7.5,6.9
2234,中兴,2,6.2,5.4,6.6,4.7,7.5,6.9
2235,中兴,2,6.2,5.4,6.6,4.7,7.5,6.9
2236,中兴,2,6.2,5.4,6.6,4.7,7.5,6.9
2237,中兴,2,6.2,5.4,6.6,4.7,7.5,6.9
2238,中兴,2,5.1,5.5,4.1,6.1,4.8,4.8
2239,中兴,2,6.3,5.9,2.0,6.4,6.4,6
2240,中兴,2,6.0,6.0,6.0,6.0,6,6
2241,中兴,2,6.0,6.0,6.0,6.0,6,6
2242,中兴,2,6.6,6.3,6.6,6.4,6.9,6.7
2243,中兴,2,7.6,6.7,2.0,7.2,7.8,7.4
2244,中兴,2,6.7,6.7,6.7,5.8,7.9,6.6
2245,中兴,2,6.3,6.8,3.5,6.6,7.1,7.7
2246,中兴,2,7.0,7.0,4.0,7.7,7.6,7.2
2247,中兴,2,7.0,7.0,4.0,7.7,7.6,7.2
2248,中兴,2,7.0,7.0,4.0,7.7,7.6,7.2
2249,中兴,2,7.5,7.1,7.0,9.3,7.5,6.8
2250,中兴,2,7.5,7.1,7.0,9.3,7.5,6.8
2251,中兴,2,7.5,7.1,7.0,9.3,7.5,6.8
2252,中兴,2,8.2,7.3,8.5,7.4,8.4,8.1
2253,中兴,2,8.2,7.3,8.5,7.4,8.4,8.1
2254,中兴,2,8.2,7.3,8.5,7.4,8.4,8.1
2255,中兴,2,7.1,7.4,5.0,9.1,7.7,7.7
2256,中兴,2,7.9,7.4,8.7,7.3,8.3,8
2257,中兴,2,7.9,7.4,8.7,7.3,8.3,8
2258,中兴,2,7.5,7.5,6.5,9.5,7.6,6.2
2259,中兴,2,7.5,7.5,8.0,6.8,8,7.4
2260,中兴,2,7.5,7.5,8.0,6.8,8,7.4
2261,中兴,2,7.5,7.5,8.0,6.8,8,7.4
2262,中兴,2,7.6,7.6,7.1,8.4,7.9,7.1
2263,中兴,2,7.6,7.6,7.1,8.4,7.9,7.1
2264,中兴,2,9.7,8.1,10.0,10.0,10,10
2265,中兴,2,7.3,8.1,2.0,7.6,7.5,6.9
2266,中兴,2,7.3,8.1,2.0,7.6,7.5,6.9
2267,中兴,2,7.3,8.1,6.4,9.8,7.2,5.2
2268,中兴,2,7.1,8.2,3.0,6.9,7.6,7.1
2269,中兴,2,7.1,8.2,3.0,6.9,7.6,7.1
2270,中兴,2,7.1,8.2,3.0,6.9,7.6,7.1
2271,中兴,2,8.2,8.3,8.0,8.9,8.4,7.6
2272,中兴,2,8.2,8.3,8.0,8.9,8.4,7.6
2273,中兴,2,8.8,8.8,8.8,8.8,8.8,8.8
2274,中兴,2,7.9,8.9,7.7,8.9,8,6.2
2275,中兴,2,7.9,8.9,7.7,8.9,8,6.2
2276,中兴,2,7.9,8.9,8.6,4.9,8.9,8.2
2277,中兴,2,7.9,8.9,8.6,4.9,8.9,8.2
2278,中兴,2,8.4,9.0,8.0,10.0,7,8
2279,中兴,2,7.6,9.6,3.6,10.0,9.6,3.6
2280,中兴,2,8.8,9.8,7.1,10.0,9.1,7.8
2281,中兴,2,7.5,10.0,6.3,8.3,8.3,4.3
2282,中兴,2,9.3,10.0,6.3,10.0,10,8.3
2283,中兴,2,10.0,10.0,10.0,10.0,10,10
2284,中兴,2,7.8,10.0,10.0,4.2,6.2,8.2
2285,中兴,2,7.8,10.0,10.0,4.2,6.2,8.2
